reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
344bbb7b-efb4-4445-89ac-fdf7bb2b10d3,miss honeybee,https://play-lh.googleusercontent.com/a-/AD5-WCkdAhw2Sag6kmlwlfWPE3LcdsiYEtFFI2ZJ0YY7Dh8,"Setelah update karena katanya ada logo dan wajah baru malah selalu otomatis ketutup tiap buka aplikasinya. Udah coba reinstall, masih tetep gitu.",1,0,5.3.2,2022-09-01 22:46:28,"Hai Kak, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya? Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002 ya. Kami tunggu 🙏😊",2022-09-05 05:08:22
4d33b9dd-1018-43bb-8e62-58c9ffedf6de,mbismonugroho,https://play-lh.googleusercontent.com/a-/AD5-WCnHSQlCoaY2tZZAlJTnBDOLZ9vPo0zRaAynJU9tHQ,Very Slow when loading next page.,4,0,5.3.1,2022-08-25 16:37:31,"Hi Mbismonugroho, thanks for writing a review. Sometimes, the app may be slow but such instances are rare. If it happens too often, please let us know at 0811-993-002. We'll have things investigated. 😊",2022-08-26 02:37:28
827bebc7-cbc6-4503-9173-472639261a2a,Zerlinda Nur Ulima,https://play-lh.googleusercontent.com/a/AEdFTp6iKuwYHjXd5w3CCG2qpyhN9e4zCNuk5ueZlHnpFQ=mo,gabisa landscape kecuali pas udh mulai play video,2,0,5.3.0,2022-08-23 14:21:14,"Hai Kak Zerlinda Nur Ulima, terima kasih untuk feedbacknya. Mohon maaf atas ketidaknyamanannya, untuk saat ini keluhan kamu akan kami tampung dan akan kami sampaikan ke tim terkait ya kak. 😊

Kami akan sangat senang jika kakak membagikan keluhan kakak kepada kami melalui Whatsapp di 0811-993-002.",2022-08-24 03:35:19
7388ea68-8276-4b32-b9b8-e4d32cceff7d,muzakifuz,https://play-lh.googleusercontent.com/a-/AD5-WCnJVEjqcYXj__Tps5TgRQsveU96UemhsjPsnuFWuQ,Please develop for the web version,5,0,5.3.0,2022-08-19 09:35:04,"Dear Muzakifuz, we are always working to add more sources in the updates. Thank you for sharing your thoughts with us 😊",2022-08-22 05:08:00
e6d71b64-d291-466e-889b-d2cd7b0b599b,Muhammad Rafli Arviansyah,https://play-lh.googleusercontent.com/a-/AD5-WClXTLtkGgzAHETQlXV42o2IPIg75V8q1uZvmVOm1w,"Untuk aplikasinya masih kurang memuaskan, masih ada error pas lagi ngakses modul materinya jadi ga bisa dibuka",2,0,5.2.2,2022-08-18 07:27:28,"Hai Kak Rafli, terima kasih untuk feedbacknya dan mohon maaf atas kendala yang kakak alami. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya? Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002 ya. Kami tunggu 🙏😊",2022-08-22 05:05:32
32f90157-8655-48cd-8d26-f0974af85a01,Steve 89,https://play-lh.googleusercontent.com/a-/AD5-WClCynjKjuRcf5h_yHpqj0OBdJWHxyY1kuUtO2Q4uBQ,Amazing!!!,5,0,5.2.2,2022-08-16 15:36:33,"Thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at 0811993002 if you have any questions. 😊",2022-08-22 05:04:05
d709c23c-e932-4e95-9dcd-6d8cf3b81791,Febriansyah Achmad Hidayat,https://play-lh.googleusercontent.com/a-/AD5-WClakddJxLcBkbTZfNIjdB5gGRm2I3ke0pnoQb4tAw,Go go binar,5,0,5.2.2,2022-08-12 17:33:47,"Hi, thanks for your support all along. We will keep working to provide a good user experience.
You can follow us on Instagram @academybinar to get the latest information. 😊",2022-08-15 07:28:27
e8301d64-6415-4b80-82f4-07c03d1ee4d3,Just adulting:,https://play-lh.googleusercontent.com/a-/AD5-WCk5P1cK6cht6d044umb0Lx6vMUix8RSOICw_7qZPQ,"Leaving this at 3 stars for now. Unless the dev finally implemented features to change resolution and offline downloads, the app is practically useless for me",3,0,5.2.2,2022-08-08 21:43:40,"Thanks for your feedback! We deeply respect your advice, and we will try to combine your feedback with our R&D, in order to provide better products. 🙏",2022-08-09 05:16:02
0c10cc81-4382-4b05-9959-87e23378972b,Muhammad Birri,https://play-lh.googleusercontent.com/a-/AD5-WCmDq_8xIOFOxwdCXrzj4YCrrabeZNDFuRZXVG2prw,Terimakasih admin sudah ditangani keluhan saya. Untuk belajar pemula bagus di Binar ini. Jadi kita bisa dapat overview secara luas dulu tentang suatu topik.,5,0,5.2.2,2022-08-05 05:49:06,"Hai Kak Birri, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya. Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002. 🙏",2022-08-04 07:19:19
fd74d110-3c5d-4751-9911-423412b2562f,Harya Kumuda,https://play-lh.googleusercontent.com/a-/AD5-WCkz7k4kE_C1QVSRbTMzsl1u3JG5cSRT7HQJ33lzgg,"Di learningnya, loading lama banget. Baca slide 15 detik nunggunya 30detik",3,0,5.2.2,2022-08-02 02:53:23,"Hai Kak, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya. Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002.",2022-08-03 03:40:18
2594b52b-4bf7-4e43-8062-5eb9659366a8,faqihuddin abdillah,https://play-lh.googleusercontent.com/a/AEdFTp5rbk3_-JPFJLkfm0Rl69NrRWfpV3p4FLpsmB49=mo,T O P,5,0,5.2.2,2022-07-31 14:46:09,"Hai Kak faqihuddin abdillah, terima kasih sudah berkontribusi memberikan bintang 5 untuk aplikasi Binar Academy! Semoga kegiatan belajar kamu bersama Binar Academy selalu menyenangkan ya! 😊",2022-08-03 03:41:13
f117d970-1b4c-4403-8f20-36351ebd9eb9,lely khairani,https://play-lh.googleusercontent.com/a/AEdFTp5Xqi1qwxftCQ_f0zai4ryBVbWAzMihqe1AhIoV=mo,"Dear binar developer, sudah 2 kali saya mengalami masalah yang sama. Tidak bisa melanjutkan materi karena koneksi terganggu di tengah jalan. Alhasil setiap saya ingin melanjutkan ke slide selanjutnya, selalu muncul notifikasi 'mohon maaf, terjadi kesalahan'. Update: problem sudah di solve tim binar. Well done",5,0,5.2.2,2022-07-26 22:43:42,"Hai Kak Lely, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya. Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002. Kami tunggu ya 🙏",2022-07-20 05:23:15
1ac9f85a-1958-47db-98e6-4a45e6975224,Deni,https://play-lh.googleusercontent.com/a-/AD5-WCmpb8xYJ78vkSrwzrZ6nhf88yh_gYS0kGhaLjJnKg,loading materi dari halaman satu ke halaman lain cukup lama dan membosankan,2,0,5.2.2,2022-07-22 14:40:56,"Hai Kak, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya. Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002.

",2022-07-26 05:40:23
e7834523-6a64-437d-811b-36b83a080357,Adela Oki Nur Aini,https://play-lh.googleusercontent.com/a-/AD5-WClFe6Hvx1ZZ3Ymo4a_jC5PZ0prYFRv5KaoEzVmLXw,"Good Education Apps,",4,0,5.2.2,2022-07-20 13:47:32,"Hai kak Adela, terima kasih sudah berkontribusi memberikan bintang untuk aplikasi Binar Academy! Semoga kegiatan belajar kamu bersama Binar Academy selalu menyenangkan ya! 😊
",2022-07-22 03:10:20
b5369341-7cbe-4a68-b89f-7b36746fc736,A. Faiq Naufal,https://play-lh.googleusercontent.com/a-/AD5-WCma6WCfPrc01I_CPI41plNbYEoMZIvs4JNEfny-Lw,Binar is just amazing. But it would be great if the Binar GO have a speed adjustment button. I used to watch courses on 1.5-2x speed to keep my focus. Hope it helps. Thanks,5,2,5.2.2,2022-07-19 02:22:59,"Hi, we've forwarded your feedback to our developers. Thank you for taking out the time to send us your suggestions!",2022-07-20 05:21:01
368205f0-1e8a-4fcc-8d8d-1a35b474763e,wafiyyah amalyris,https://play-lh.googleusercontent.com/a/AEdFTp4wfHTCp3Vd64IJmMj_y-1ryFswfoGg30fxsRff=mo,"materinya sangat bagus, tapi load setiap halamannya sangat lama",4,0,5.2.2,2022-07-12 10:27:00,"Hai kak Wafiyyah, terima kasih buat masukannya, performasi aplikasi Binar akan terus kami perbaiki ya. Selamat belajar! 😊",2022-07-20 05:19:40
9e10ec48-c91e-4b05-a5ad-20e2925e4ec9,Mas Slamet,https://play-lh.googleusercontent.com/a/AEdFTp5uFOFaV9d-O3TeYEshRDwiRd-YeGzE50DVCnvR=mo,Mantap. Menyehatkan masa depan.,5,0,5.2.1,2022-07-12 09:24:24,"Hai Kak Mas Slamet, terima kasih sudah berkontribusi memberikan bintang 5 untuk aplikasi Binar Academy! Semoga kegiatan belajar Kak Mas Slamet bersama Binar Academy selalu menyenangkan!",2022-07-13 08:22:26
5fa78fae-d2a5-4d14-8093-f7d4cceeae57,mohfaisal amir,https://play-lh.googleusercontent.com/a-/AD5-WCklkXV_h4uAOYhwjU9lpIQcJI35d1gXDHO_h_ijUw,Gtau,5,0,5.2.1,2022-07-09 05:52:40,"Hai Kak Mohfaisal, terima kasih sudah berkontribusi memberikan bintang 5 untuk aplikasi Binar Academy! Semoga kegiatan belajar kamu bersama Binar Academy selalu menyenangkan ya! 😊",2022-07-09 05:56:33
0c9d37a9-8f3d-438f-8e7a-781153dc2788,abah gnu,https://play-lh.googleusercontent.com/a-/AD5-WCmVa2voKVun5kfyjCi3-5zydweJw0u0rqzxTFKn,"trouble terus, questioner slalu kembali ke awal setiap lihat gambar, capek ngulang2 ga klaar2. update : trouble fixed",5,0,5.2.1,2022-07-08 06:27:52,"Hai Kak Abah, terima kasih untuk feedbacknya. Performa Aplikasi Binar sudah kami tingkatkan, silakan dicoba lagi yaa. Kami akan sangat senang kalau kamu dapat melakukan rate ulang untuk review di sini. Selamat belajar! 😊",2022-07-08 05:14:43
d2617211-8677-46ec-aad9-ac40beb5edae,Pricylia W.,https://play-lh.googleusercontent.com/a-/AD5-WCm-2wNBsreSjIwSstMyVmCdctcl-qq_Pmy7zQVbLvM,Saya sudah mendaftar dan mebayar binar insight untuk 2 event tapi kenapa tidak dapat email berisi link webinar dan di aplikasi juga tidak ada daftar transaksi? Saya jadi tidak bisa ikut webinar padahal sudah bayar. Saya ingin mengajukan refund.,1,4,5.2.0,2022-07-05 12:11:13,"Hai Kak Pricylia, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya. Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002. Kami tunggu ya 🙏",2022-07-07 13:11:01
6e8c590b-885c-487f-98c7-1e98713f80c6,Danu Rahardja,https://play-lh.googleusercontent.com/a/AEdFTp5U-VQcQg5_LUFDLVYdtQql6o6Xq5mj2iUoks0-Xw=mo,"Untuk kelas silver nya mungkin lebih baik diberi opsi predownload, jadi tiap ke next card tidak perlu loading lg, sangat mengganggu",4,1,5.2.0,2022-07-05 07:57:50,"Hai Kak Danu, terima kasih untuk masukannya. Performa Aplikasi Binar akan terus kami tingkatkan. Semoga kegiatan belajar kamu bersama Binar Academy akan lebih baik ke depannya ya! 😊",2022-07-07 13:09:56
7c1a2946-0d11-4978-b4a6-1a352e2c425b,Westlie Wiratama,https://play-lh.googleusercontent.com/a/AEdFTp7vD4KEhZY7KRrOsH184Ek1rIr9s1RPnd83MipV=mo,"Tolong donk diperbaiki, asal mau nekan yang gold pasti force close, kalo force close terus gimana mau belajarnya ?",3,0,5.2.0,2022-07-03 16:30:20,"Hai Kak Westlie, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya? Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002, kami tunggu ya 🙏",2022-07-04 10:35:40
973af2dd-484f-4740-9c45-ddd9236d0f8b,Dicky Alfa Reza,https://play-lh.googleusercontent.com/a-/AD5-WCnNRCvLeGUZmxJJV1cubSMIlCX2vXbM5aoUn8CitQ,"Kelas dan materi cukup bagus. Tapi pengalaman di app masih buruk, loading lama, kadang eror, sering tiba2 mengulang ke materi awal. Sangat mengganggu untuk belajar. Masih perlu ditingkatkan lagi",1,1,5.2.0,2022-07-03 12:11:56,"Hai Kak Dicky, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya? Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002, kami tunggu ya 🙏",2022-07-04 10:36:26
553763c7-9cbb-4afc-b93b-8c3056e1449b,Eazy Money,https://play-lh.googleusercontent.com/a-/AD5-WCn947eMVb_jQLBa58sgX3e9ah-GCqbJ2R2IMMwI,Super Academy,5,0,5.2.0,2022-06-30 19:41:34,"Hai Kak, terima kasih sudah berkontribusi memberikan bintang 5 untuk aplikasi Binar Academy! Semoga kegiatan belajar kamu bersama Binar Academy selalu menyenangkan ya! 😊",2022-07-04 10:40:50
924aeab9-69ca-4e5b-8eab-734ebcf9ccbf,guci ayunda,https://play-lh.googleusercontent.com/a-/AD5-WCmi06N_yR3WdkVZ-a59cfNP2IPAZfXn6YHZOgrQZA,"Bagus! Tpi mau request dong, terkadang klo hp suka kekecilan gtu layarnya, pengen bgt bsa avail di desktop/mac/ipad. Thnk u! Sorry ya binar, aku turunin ratingnya, karna bener2 bete bgt nunggu loading yg ga selesai2 padhal lagi ngejar materi yg berakhir 2hari lagi bakal selesai aktivasinya. :""",3,1,5.2.0,2022-06-30 14:51:17,"Hai Kak Arina, terima kasih atas saran dan kontribusi kamu dalam memberikan bintang 5 untuk aplikasi Binar Academy. Dukung terus Binar Academy agar bisa memberikan fitur-fitur terbaru bagi pengguna ya. Semoga kegiatan belajar kamu bersama Binar Academy selalu menyenangkan! 😊",2022-06-20 05:50:33
1ffb3d31-e894-4221-a7d8-5e6b735a5817,Gibbon Tamba,https://play-lh.googleusercontent.com/a-/AD5-WCltChU1Y0QV9k2BpRzCGGyWBD4X1IG6mwDnhwe7vCs,Mantap,5,0,5.2.0,2022-06-30 14:36:29,"Hai Kak Gibbon, terima kasih sudah berkontribusi memberikan bintang 5 untuk aplikasi Binar Academy! Semoga kegiatan belajar kamu bersama Binar Academy selalu menyenangkan ya! 😊",2022-07-04 10:42:20
d7767579-268c-4d6f-85ef-4a97ccf7bee4,Aria Hamdani,https://play-lh.googleusercontent.com/a/AEdFTp7oKzK0M3SXpa7k9djGc3410W_3euMxJgsfK0_F=mo,Aplikasinya ringan banget. Proses daftar via Google cepat & gak bertele2. Materi & pembicara kelas insight bagus. Untuk 1st time joiner sebaiknya dikasih ide untuk memulai dari mana: premium atau insight? Selesai bayar kelas via Gopay gak langsung kembali ke app Binar. Would be nice otherwise. Saya lagi menimbang daftar kelas silver. I might update this review after further experience.,4,0,5.1.2,2022-06-17 12:54:53,"Hai Kak, terima kasih untuk feedbacknya dan mohon maaf atas ketidaknyamanannya. Apakah kakak bersedia untuk membagikan kendalanya ke kami lebih detail agar kami dapat bantu menyelesaikannya. Kakak dapat hubungi kami lewat Whatsapp di 0811-993-002.",2022-06-17 10:42:13
cd3538f9-60a2-49cd-828d-b42d4de0c60d,Maul Wijaya,https://play-lh.googleusercontent.com/a-/AD5-WCmjspcfWzbyFh03aEnfVWkmPui7hFmlZ7y3Tk7I,Nice app for education,5,0,5.1.2,2022-06-15 13:58:20,"Hai KakMaul Wijaya, terima kasih sudah berkontribusi memberikan bintang 5 untuk aplikasi Binar Academy! Semoga kegiatan belajar Kak Maul Wijaya bersama Binar Academy selalu menyenangkan!",2022-06-17 10:38:51
de1e368b-1ed8-4e16-90af-2ae951cc9435,Agung Permana,https://play-lh.googleusercontent.com/a-/AD5-WCnYb45pMquQaidfwRGqViKUQtmcWuyZJTPKEYKO5w,"Penyampaian materi nya sederhana dan mudah dimengerti. Hanya saja kecepatan loading app nya kadang cukup lambat, jadi perlu perbaikan supaya jadi lebih cepat wosh-wosh. Terima kasih.",5,0,5.1.2,2022-06-14 09:43:05,"Hai Kak Agung Permana, terima kasih sudah berkontribusi memberikan bintang 5 untuk aplikasi Binar Academy! Semoga kegiatan belajar Kak Agung Permana bersama Binar Academy selalu menyenangkan!",2022-06-17 10:40:42
d91cbdc2-7d55-439a-8ca3-e0615e8c8635,I Gede Krisna Dewantara,https://play-lh.googleusercontent.com/a/AEdFTp59xYWCYFH_z4OEsrq65TSWEkukSEf8fo02--QTsQ=mo,Tidak bisa login. Tidak bisa sign up. Sign up google juga tidak bisa Update : sudah bisa signup dan login dengan lancar,4,0,5.1.2,2022-06-12 15:19:27,"Hai Kak, terima kasih untuk feedbacknya. Performa Aplikasi Binar sudah kami tingkatkan, silakan dicoba lagi yaa. Kami akan sangat senang kalau kamu dapat melakukan rate ulang untuk review di sini. Selamat belajar! 😁",2022-06-02 13:39:07
8d6103c1-f7e4-4077-9942-ca7d751d3606,Dzaky Badawi,https://play-lh.googleusercontent.com/a-/AD5-WCk8LIjTH4lid1XuqNDYyOrxtPjph2MQXhaz-62nZA,"Terlalu banyak bugs ketika mengakses modul belajar di kelas gold, padahal sudah klik selanjutnya tapi tampilan masih sama.",3,0,5.1.2,2022-06-08 11:32:39,"Hai Kak Dzaky Badawi, terima kasih untuk feedbacknya. Performa Aplikasi Binar sudah kami tingkatkan, silakan dicoba lagi yaa. Kami akan sangat senang kalau kamu dapat melakukan rate ulang untuk review di sini. Selamat belajar! 😁",2022-06-08 05:58:53
d9a135ef-8fb8-4271-b093-6dcfd57f998b,Ganis Indrianto,https://play-lh.googleusercontent.com/a-/AD5-WCk4isHPRul7mIr7EArWQ-z_a-is5bOBbboBuLP1rw,"Payment for ""Binar Insights"" always stuck in loading. Sure it will reduce your revenue if it's not fixed ASAP.",1,1,,2022-06-06 04:47:48,"Hi, sorry to hear you’ve been experiencing some crash issues. Please contact us at +6281225340414 and share as much information as you can. We will definitely investigate your case. Thank you for posting!
",2022-06-08 05:51:25
72df16c7-f78b-4430-81de-a3b9327e195a,Fajar Maulana,https://play-lh.googleusercontent.com/a-/AD5-WCm73hC3zl8l_2vI7MbMxiL1lNGJLlkvofEW6Olz,"Great platform and easy to use, nice UI also. Keep up the good work !",5,0,5.1.2,2022-06-03 08:19:07,"Hai kak Fajar, terima kasih buat masukannya. Selamat belajar!",2022-06-03 09:43:19
